log
"Aug  5 02:49:12 man1 1051: <info>  [1785912552.5670] device (ln2_r2-zc): state change: secondaries -> activated (reason 'none', sys-iface-state: 'external')
"
"Aug  5 02:49:12 man1 1051: <info>  [1785912552.5712] device (ln2_r2-zc): Activation: successful, device activated.
"
"Aug  5 02:49:12 man1 nm-dispatcher: req:2 'up' [ln2_r2-zc]: new request (1 scripts)
"
"Aug  5 02:49:12 man1 nm-dispatcher: req:2 'up' [ln2_r2-zc]: start running ordered scripts...
"
"Aug  5 02:49:12 man1 1001-udevd[3667]: link_config: autonegotiation is unset or enabled, the speed and duplex are not writable.
"
"Aug  5 02:49:12 man1 1001-udevd[3667]: Could not generate persistent MAC address for ln2_r3-zc: No such file or directory
"
"Aug  5 02:49:12 man1 1001[1]: Reloading OpenBSD Secure Shell server.
"
"Aug  5 02:49:12 man1 1001-udevd[3668]: link_config: autonegotiation is unset or enabled, the speed and duplex are not writable.
"
"Aug  5 02:49:12 man1 1004: [ 1320.878869] ln2_r3-zc: port 1(ln2_r3-zc-nic) entered blocking state
"
"Aug  5 02:49:12 man1 1004: [ 1320.878873] ln2_r3-zc: port 1(ln2_r3-zc-nic) entered disabled state
"
"Aug  5 02:49:12 man1 1004: [ 1320.878934] device ln2_r3-zc-nic entered promiscuous mode
"
"Aug  5 02:49:12 man1 1051: <info>  [1785912552.6027] manager: (ln2_r3-zc): new Bridge device (/org/freedesktop/NetworkManager/Devices/11)
"
"Aug  5 02:49:12 man1 1051: <info>  [1785912552.6068] manager: (ln2_r3-zc-nic): new Tun device (/org/freedesktop/NetworkManager/Devices/12)
"
"Aug  5 02:49:12 man1 1001[1]: Reloaded OpenBSD Secure Shell server.
"
"Aug  5 02:49:12 man1 1051: <info>  [1785912552.6233] devices added (path: /sys/devices/virtual/net/ln2_r3-zc-nic, iface: ln2_r3-zc-nic)
"
"Aug  5 02:49:12 man1 1051: <info>  [1785912552.6233] device added (path: /sys/devices/virtual/net/ln2_r3-zc-nic, iface: ln2_r3-zc-nic): no ifupdown configuration found.
"
"Aug  5 02:49:12 man1 1051: <info>  [1785912552.6236] device (ln2_r3-zc-nic): state change: unmanaged -> unavailable (reason 'connection-assumed', sys-iface-state: 'external')
"
"Aug  5 02:49:12 man1 1051: <info>  [1785912552.6247] devices added (path: /sys/devices/virtual/net/ln2_r3-zc, iface: ln2_r3-zc)
"
"Aug  5 02:49:12 man1 1051: <info>  [1785912552.6247] device added (path: /sys/devices/virtual/net/ln2_r3-zc, iface: ln2_r3-zc): no ifupdown configuration found.
"
"Aug  5 02:49:12 man1 1051: <info>  [1785912552.6253] device (ln2_r3-zc-nic): state change: unavailable -> disconnected (reason 'none', sys-iface-state: 'external')
"
"Aug  5 02:49:12 man1 1004: [ 1320.916496] ln2_r3-zc: port 1(ln2_r3-zc-nic) entered blocking state
"
"Aug  5 02:49:12 man1 1004: [ 1320.916498] ln2_r3-zc: port 1(ln2_r3-zc-nic) entered forwarding state
"
"Aug  5 02:49:12 man1 1004: [ 1320.916818] ln2_r3-zc: port 1(ln2_r3-zc-nic) entered disabled state
"
"Aug  5 02:49:12 man1 1051: <info>  [1785912552.6404] device (ln2_r3-zc): state change: unmanaged -> unavailable (reason 'connection-assumed', sys-iface-state: 'external')
"
"Aug  5 02:49:12 man1 1051: <info>  [1785912552.6412] device (ln2_r3-zc-nic): state change: disconnected -> unmanaged (reason 'connection-assumed', sys-iface-state: 'external')
"
"Aug  5 02:49:12 man1 1051: <info>  [1785912552.6448] keyfile: add connection in-memory (96b46b6b-04ba-4c74-8ddc-ed5eeccbbe5e,""ln2_r3-zc"")
"
"Aug  5 02:49:12 man1 1051: <info>  [1785912552.6490] device (ln2_r3-zc): state change: unavailable -> disconnected (reason 'connection-assumed', sys-iface-state: 'external')
"
"Aug  5 02:49:12 man1 1051: <info>  [1785912552.6499] device (ln2_r3-zc): Activation: starting connection 'ln2_r3-zc' (96b46b6b-04ba-4c74-8ddc-ed5eeccbbe5e)
"
"Aug  5 02:49:12 man1 1051: <info>  [1785912552.6581] device (ln2_r3-zc): state change: disconnected -> prepare (reason 'none', sys-iface-state: 'external')
"
"Aug  5 02:49:12 man1 1051: <info>  [1785912552.6587] device (ln2_r3-zc): state change: prepare -> config (reason 'none', sys-iface-state: 'external')
"
"Aug  5 02:49:12 man1 1051: <info>  [1785912552.6591] device (ln2_r3-zc): state change: config -> ip-config (reason 'none', sys-iface-state: 'external')
"
"Aug  5 02:49:12 man1 1051: <info>  [1785912552.6593] device (ln2_r3-zc): state change: ip-config -> ip-check (reason 'none', sys-iface-state: 'external')
"
"Aug  5 02:49:12 man1 1051: <info>  [1785912552.6598] device (ln2_r3-zc): state change: ip-check -> secondaries (reason 'none', sys-iface-state: 'external')
"
"Aug  5 02:49:12 man1 1051: <info>  [1785912552.6600] device (ln2_r3-zc): state change: secondaries -> activated (reason 'none', sys-iface-state: 'external')
"
"Aug  5 02:49:12 man1 1051: <info>  [1785912552.6643] device (ln2_r3-zc): Activation: successful, device activated.
"
"Aug  5 02:49:12 man1 nm-dispatcher: req:3 'up' [ln2_r3-zc]: new request (1 scripts)
"
"Aug  5 02:49:12 man1 nm-dispatcher: req:3 'up' [ln2_r3-zc]: start running ordered scripts...
"
"Aug  5 02:49:12 man1 1051: <info>  [1785912552.6733] manager: (ln2_r4-zc): new Bridge device (/org/freedesktop/NetworkManager/Devices/13)
"
"Aug  5 02:49:12 man1 1001-udevd[3740]: link_config: autonegotiation is unset or enabled, the speed and duplex are not writable.
"
"Aug  5 02:49:12 man1 1001-udevd[3740]: Could not generate persistent MAC address for ln2_r4-zc: No such file or directory
"
"Aug  5 02:49:12 man1 1004: [ 1320.950559] ln2_r4-zc: port 1(ln2_r4-zc-nic) entered blocking state
"
"Aug  5 02:49:12 man1 1004: [ 1320.950561] ln2_r4-zc: port 1(ln2_r4-zc-nic) entered disabled state
"
"Aug  5 02:49:12 man1 1004: [ 1320.950595] device ln2_r4-zc-nic entered promiscuous mode
"
"Aug  5 02:49:12 man1 1001-udevd[3741]: link_config: autonegotiation is unset or enabled, the speed and duplex are not writable.
"
"Aug  5 02:49:12 man1 1051: <info>  [1785912552.6754] manager: (ln2_r4-zc-nic): new Tun device (/org/freedesktop/NetworkManager/Devices/14)
"
"Aug  5 02:49:12 man1 1051: <info>  [1785912552.6968] devices added (path: /sys/devices/virtual/net/ln2_r4-zc, iface: ln2_r4-zc)
"
"Aug  5 02:49:12 man1 1051: <info>  [1785912552.6968] device added (path: /sys/devices/virtual/net/ln2_r4-zc, iface: ln2_r4-zc): no ifupdown configuration found.
"
"Aug  5 02:49:12 man1 1051: <info>  [1785912552.6990] devices added (path: /sys/devices/virtual/net/ln2_r4-zc-nic, iface: ln2_r4-zc-nic)
"
"Aug  5 02:49:12 man1 1051: <info>  [1785912552.6990] device added (path: /sys/devices/virtual/net/ln2_r4-zc-nic, iface: ln2_r4-zc-nic): no ifupdown configuration found.
"
"Aug  5 02:49:12 man1 1051: <info>  [1785912552.6993] device (ln2_r4-zc-nic): state change: unmanaged -> unavailable (reason 'connection-assumed', sys-iface-state: 'external')
"
"Aug  5 02:49:12 man1 1051: <info>  [1785912552.6998] device (ln2_r4-zc-nic): state change: unavailable -> disconnected (reason 'none', sys-iface-state: 'external')
"
"Aug  5 02:49:12 man1 1001[1]: Reloading OpenBSD Secure Shell server.
"
"Aug  5 02:49:12 man1 1001[1]: Reloaded OpenBSD Secure Shell server.
"
"Aug  5 02:49:12 man1 1004: [ 1320.993223] ln2_r4-zc: port 1(ln2_r4-zc-nic) entered blocking state
"
"Aug  5 02:49:12 man1 1004: [ 1320.993226] ln2_r4-zc: port 1(ln2_r4-zc-nic) entered forwarding state
"
"Aug  5 02:49:12 man1 1051: <info>  [1785912552.7149] device (ln2_r4-zc): carrier: link connected
"
"Aug  5 02:49:12 man1 1051: <info>  [1785912552.7149] device (ln2_r4-zc): state change: unmanaged -> unavailable (reason 'connection-assumed', sys-iface-state: 'external')
"
"Aug  5 02:49:12 man1 1004: [ 1320.993651] ln2_r4-zc: port 1(ln2_r4-zc-nic) entered disabled state
"
"Aug  5 02:49:12 man1 1051: <info>  [1785912552.7194] keyfile: add connection in-memory (f2ce552a-fdd7-4155-b6b6-a876a1a4066f,""ln2_r4-zc"")
"
"Aug  5 02:49:12 man1 1051: <info>  [1785912552.7212] device (ln2_r4-zc): state change: unavailable -> disconnected (reason 'connection-assumed', sys-iface-state: 'external')
"
"Aug  5 02:49:12 man1 1051: <info>  [1785912552.7221] device (ln2_r4-zc): Activation: starting connection 'ln2_r4-zc' (f2ce552a-fdd7-4155-b6b6-a876a1a4066f)
"
"Aug  5 02:49:12 man1 1051: <info>  [1785912552.7223] device (ln2_r4-zc-nic): state change: disconnected -> unmanaged (reason 'connection-assumed', sys-iface-state: 'external')
"
"Aug  5 02:49:12 man1 1051: <info>  [1785912552.7269] device (ln2_r4-zc): state change: disconnected -> prepare (reason 'none', sys-iface-state: 'external')
"
"Aug  5 02:49:12 man1 1051: <info>  [1785912552.7273] device (ln2_r4-zc): state change: prepare -> config (reason 'none', sys-iface-state: 'external')
"
"Aug  5 02:49:12 man1 1051: <info>  [1785912552.7277] device (ln2_r4-zc): state change: config -> ip-config (reason 'none', sys-iface-state: 'external')
"
"Aug  5 02:49:12 man1 1051: <info>  [1785912552.7278] device (ln2_r4-zc): state change: ip-config -> ip-check (reason 'none', sys-iface-state: 'external')
"
"Aug  5 02:49:12 man1 1051: <info>  [1785912552.7283] device (ln2_r4-zc): state change: ip-check -> secondaries (reason 'none', sys-iface-state: 'external')
"
"Aug  5 02:49:12 man1 1051: <info>  [1785912552.7285] device (ln2_r4-zc): state change: secondaries -> activated (reason 'none', sys-iface-state: 'external')
"
"Aug  5 02:49:12 man1 1051: <info>  [1785912552.7329] device (ln2_r4-zc): Activation: successful, device activated.
"
"Aug  5 02:49:12 man1 nm-dispatcher: req:4 'up' [ln2_r4-zc]: new request (1 scripts)
"
"Aug  5 02:49:12 man1 nm-dispatcher: req:4 'up' [ln2_r4-zc]: start running ordered scripts...
"
"Aug  5 02:49:12 man1 1001-udevd[3834]: link_config: autonegotiation is unset or enabled, the speed and duplex are not writable.
"
"Aug  5 02:49:12 man1 1001-udevd[3834]: Could not generate persistent MAC address for ln4_r1-zc: No such file or directory
"
"Aug  5 02:49:12 man1 1001-udevd[3835]: link_config: autonegotiation is unset or enabled, the speed and duplex are not writable.
"
"Aug  5 02:49:12 man1 1004: [ 1321.038397] ln4_r1-zc: port 1(ln4_r1-zc-nic) entered blocking state
"
"Aug  5 02:49:12 man1 1004: [ 1321.038400] ln4_r1-zc: port 1(ln4_r1-zc-nic) entered disabled state
"
"Aug  5 02:49:12 man1 1004: [ 1321.038459] device ln4_r1-zc-nic entered promiscuous mode
"
"Aug  5 02:49:12 man1 1051: <info>  [1785912552.7627] manager: (ln4_r1-zc): new Bridge device (/org/freedesktop/NetworkManager/Devices/15)
"
"Aug  5 02:49:12 man1 1051: <info>  [1785912552.7645] manager: (ln4_r1-zc-nic): new Tun device (/org/freedesktop/NetworkManager/Devices/16)
"
"Aug  5 02:49:12 man1 1001[1]: Reloading OpenBSD Secure Shell server.
"
"Aug  5 02:49:12 man1 1001[1]: Reloaded OpenBSD Secure Shell server.
"
"Aug  5 02:49:12 man1 1051: <info>  [1785912552.7821] devices added (path: /sys/devices/virtual/net/ln4_r1-zc-nic, iface: ln4_r1-zc-nic)
"
"Aug  5 02:49:12 man1 1051: <info>  [1785912552.7821] device added (path: /sys/devices/virtual/net/ln4_r1-zc-nic, iface: ln4_r1-zc-nic): no ifupdown configuration found.
"
"Aug  5 02:49:12 man1 1051: <info>  [1785912552.7826] device (ln4_r1-zc-nic): state change: unmanaged -> unavailable (reason 'connection-assumed', sys-iface-state: 'external')
"
"Aug  5 02:49:12 man1 1051: <info>  [1785912552.7836] device (ln4_r1-zc-nic): state change: unavailable -> disconnected (reason 'none', sys-iface-state: 'external')
"
"Aug  5 02:49:12 man1 1051: <info>  [1785912552.7858] devices added (path: /sys/devices/virtual/net/ln4_r1-zc, iface: ln4_r1-zc)
"
"Aug  5 02:49:12 man1 1051: <info>  [1785912552.7858] device added (path: /sys/devices/virtual/net/ln4_r1-zc, iface: ln4_r1-zc): no ifupdown configuration found.
"
"Aug  5 02:49:12 man1 1051: <info>  [1785912552.8004] device (ln4_r1-zc): carrier: link connected
"
"Aug  5 02:49:12 man1 1004: [ 1321.078758] ln4_r1-zc: port 1(ln4_r1-zc-nic) entered blocking state
"
"Aug  5 02:49:12 man1 1004: [ 1321.078762] ln4_r1-zc: port 1(ln4_r1-zc-nic) entered forwarding state
"
"Aug  5 02:49:12 man1 1004: [ 1321.079205] ln4_r1-zc: port 1(ln4_r1-zc-nic) entered disabled state
"
"Aug  5 02:49:12 man1 1051: <info>  [1785912552.8005] device (ln4_r1-zc): state change: unmanaged -> unavailable (reason 'connection-assumed', sys-iface-state: 'external')
"
"Aug  5 02:49:12 man1 1051: <info>  [1785912552.8045] keyfile: add connection in-memory (7b4871c6-9a1a-4f92-8411-464da52e7e2e,""ln4_r1-zc"")
"
"Aug  5 02:49:12 man1 1051: <info>  [1785912552.8081] device (ln4_r1-zc): state change: unavailable -> disconnected (reason 'connection-assumed', sys-iface-state: 'external')
"
"Aug  5 02:49:12 man1 1051: <info>  [1785912552.8097] device (ln4_r1-zc): Activation: starting connection 'ln4_r1-zc' (7b4871c6-9a1a-4f92-8411-464da52e7e2e)
"
"Aug  5 02:49:12 man1 1051: <info>  [1785912552.8101] device (ln4_r1-zc-nic): state change: disconnected -> unmanaged (reason 'connection-assumed', sys-iface-state: 'external')
"
"Aug  5 02:49:12 man1 1051: <info>  [1785912552.8187] device (ln4_r1-zc): state change: disconnected -> prepare (reason 'none', sys-iface-state: 'external')
"
"Aug  5 02:49:12 man1 1051: <info>  [1785912552.8194] device (ln4_r1-zc): state change: prepare -> config (reason 'none', sys-iface-state: 'external')
"
"Aug  5 02:49:12 man1 1051: <info>  [1785912552.8197] device (ln4_r1-zc): state change: config -> ip-config (reason 'none', sys-iface-state: 'external')
"
"Aug  5 02:49:12 man1 1051: <info>  [1785912552.8199] device (ln4_r1-zc): state change: ip-config -> ip-check (reason 'none', sys-iface-state: 'external')
"
"Aug  5 02:49:12 man1 1051: <info>  [1785912552.8206] device (ln4_r1-zc): state change: ip-check -> secondaries (reason 'none', sys-iface-state: 'external')
"
"Aug  5 02:49:12 man1 1051: <info>  [1785912552.8209] device (ln4_r1-zc): state change: secondaries -> activated (reason 'none', sys-iface-state: 'external')
"
"Aug  5 02:49:12 man1 1051: <info>  [1785912552.8273] device (ln4_r1-zc): Activation: successful, device activated.
"
"Aug  5 02:49:12 man1 nm-dispatcher: req:5 'up' [ln4_r1-zc]: new request (1 scripts)
"
"Aug  5 02:49:12 man1 nm-dispatcher: req:5 'up' [ln4_r1-zc]: start running ordered scripts...
"
"Aug  5 02:49:12 man1 nm-dispatcher[3562]: Dump was interrupted and may be inconsistent.
"
"Aug  5 02:49:12 man1 1001-udevd[3910]: link_config: autonegotiation is unset or enabled, the speed and duplex are not writable.
"
"Aug  5 02:49:12 man1 1004: [ 1321.119657] ln4_r2-zc: port 1(ln4_r2-zc-nic) entered blocking state
"
"Aug  5 02:49:12 man1 1004: [ 1321.119660] ln4_r2-zc: port 1(ln4_r2-zc-nic) entered disabled state
"
